,Exited
10898,1
3328,1
3527,0
3287,0
4890,0
15621,1
12890,1
13746,1
15582,1
8012,0
13841,1
590,1
14858,1
12341,1
12940,1
11785,1
11105,1
3044,0
4931,0
1124,1
6132,0
9798,0
13911,1
2081,0
4857,0
2976,0
448,1
5934,0
9577,1
11250,1
14822,1
10282,1
13638,1
15820,1
9363,0
8796,0
3117,0
7479,0
14101,1
4291,0
1194,0
7633,1
528,1
12634,1
10510,1
9581,0
10920,1
11316,1
2814,0
1840,0
12844,1
4051,0
11333,1
1768,0
12898,1
9230,0
9396,0
1585,0
3135,0
14617,1
14681,1
13889,1
8007,1
10242,1
1286,0
12484,1
13702,1
2188,0
11720,1
286,0
11844,1
6168,0
11674,1
11934,1
6682,0
5927,1
11142,1
4717,0
2216,0
12527,1
5238,0
12324,1
13141,1
14726,1
800,0
2041,0
1643,0
9161,0
9836,0
14226,1
3954,0
14137,1
299,0
94,0
5098,0
6610,0
11705,1
5112,0
2323,0
4080,1
15259,1
11553,1
863,0
14832,1
1734,0
13023,1
10292,1
3127,1
11273,1
2266,1
3490,1
1054,0
9829,0
4041,0
8155,0
13242,1
4163,0
225,0
14282,1
11722,1
15844,1
266,0
6519,1
2615,0
466,0
6526,0
4936,1
13798,1
6380,1
10117,1
8373,0
12257,1
5916,0
14023,1
12450,1
10264,1
4219,0
12049,1
7058,1
14712,1
15705,1
10329,1
11861,1
10772,1
14233,1
377,0
7362,0
428,0
6314,1
4283,0
5337,1
7814,0
3118,0
8864,0
455,0
2137,0
15399,1
9092,1
1259,0
657,0
9268,0
7640,0
12431,1
8739,0
14694,1
1884,0
12602,1
7678,1
3551,0
9660,0
11789,1
1319,0
2547,0
12772,1
3159,0
15779,1
4675,0
10266,1
13866,1
11622,1
5216,0
3525,0
9909,0
2298,0
7890,0
7009,0
2880,1
5359,1
1825,1
7883,0
6829,0
2967,1
1408,0
15016,1
11102,1
9201,0
14383,1
7845,0
5719,0
14914,1
13566,1
11344,1
10470,1
3539,0
5991,0
3085,1
15461,1
13311,1
4189,0
6320,0
9925,0
2102,0
797,0
2446,0
5692,0
387,0
5621,0
3477,0
2625,0
2139,1
4173,0
15665,1
7464,1
6957,0
14895,1
2354,0
10059,1
465,0
11605,1
7964,0
2527,0
10505,1
9455,0
236,0
6506,1
12218,1
6748,0
12255,1
12578,1
14541,1
10191,1
13528,1
7475,0
2500,0
5129,0
6591,0
5956,0
3874,0
4459,0
11287,1
15471,1
3769,0
8761,1
15839,1
9568,0
15318,1
7278,0
6744,0
12615,1
10127,1
4157,0
5063,0
1290,0
5432,0
3269,0
2910,0
5652,0
15713,1
10922,1
8709,0
9350,0
2089,0
9634,0
6007,0
373,0
7970,0
7220,0
2315,0
45,0
9456,0
1980,0
3439,0
14921,1
6772,0
14968,1
7816,0
10723,1
1219,1
13991,1
1037,0
9186,0
11742,1
6856,0
15077,1
12004,1
10314,1
1072,0
13107,1
12307,1
2189,0
15801,1
2117,0
6738,0
1816,0
2803,0
3835,0
13235,1
14043,1
5776,1
5635,0
3852,0
802,0
4833,0
5954,0
8665,0
5166,0
15380,1
6270,0
15132,1
1924,0
7214,0
119,0
11635,1
6436,0
12016,1
734,1
5237,0
11780,1
10484,1
9793,0
15226,1
3070,0
10091,1
2985,0
13882,1
1853,0
7412,0
4648,1
9263,0
4355,0
14809,1
8882,0
1292,0
14424,1
93,0
5104,0
15028,1
15185,1
14888,1
563,1
8561,0
15777,1
4006,0
7130,0
8964,0
5407,0
5336,1
3582,0
5231,1
5021,0
7162,0
3262,1
9188,0
8032,0
1273,1
15012,1
10291,1
15757,1
521,0
2194,0
15878,1
4770,0
601,0
7328,1
13779,1
1742,1
1828,0
956,0
11214,1
12808,1
11016,1
9130,0
2269,0
11665,1
8328,0
10381,1
11434,1
10824,1
1040,0
4834,1
15497,1
4331,0
5294,0
9755,0
14458,1
14834,1
2896,0
3416,0
5003,0
4622,0
1499,0
4526,0
2853,1
12591,1
1907,0
417,0
1361,0
7189,0
4674,0
9949,0
4293,0
7766,0
15126,1
6083,1
11431,1
8834,0
4725,0
5901,0
7545,0
924,0
10830,1
7167,0
9412,0
9164,0
10371,1
11397,1
12418,1
15802,1
12579,1
5253,0
820,0
7675,0
11300,1
12902,1
4660,0
2131,0
13287,1
3571,0
243,1
13751,1
8584,0
2685,0
8135,0
15089,1
7815,0
3350,0
2068,1
2626,0
14463,1
8978,0
2851,1
9678,0
7902,0
13906,1
15751,1
14014,1
10436,1
15157,1
7520,0
4564,0
8634,0
9993,0
13488,1
8018,1
13047,1
5492,0
11435,1
2647,1
10712,1
12924,1
11365,1
7081,0
2222,0
5392,1
5832,0
15661,1
7850,0
7245,0
13218,1
2358,0
12951,1
7825,1
3848,0
4944,0
9104,1
14349,1
4180,0
4711,0
15032,1
7860,0
9804,0
4590,0
3489,0
587,0
8736,0
501,0
4594,0
3980,0
15658,1
13409,1
14648,1
8857,0
13973,1
3794,0
12233,1
3598,0
2499,1
1000,0
1851,0
7748,1
10241,1
12670,1
8348,1
3684,0
13910,1
5534,0
6946,0
7973,0
8071,1
8394,0
15029,1
14507,1
13202,1
9582,0
4506,0
8421,0
9423,0
14585,1
379,1
3628,0
7356,0
2224,0
6530,0
2497,0
3452,1
1562,1
10373,1
899,0
7110,0
5977,0
3147,0
15215,1
12799,1
15135,1
7824,0
7628,0
12845,1
3573,0
3642,0
2758,0
15789,1
6186,1
13121,1
9462,0
14884,1
10017,1
10687,1
3524,0
11819,1
4454,1
11893,1
5442,1
25,0
10791,1
3156,1
3343,0
13724,1
6070,0
3840,1
155,1
1849,0
9397,0
754,0
10217,1
5952,1
958,0
14761,1
10963,1
10645,1
7823,0
6826,0
13606,1
4813,0
10308,1
937,0
1114,1
15763,1
837,0
10622,1
5913,0
1835,0
1278,0
7582,0
132,0
5109,0
11836,1
13327,1
2050,1
4659,0
12081,1
3629,0
5031,1
15335,1
15233,1
13997,1
7117,1
8061,0
77,0
9763,0
819,0
5157,0
15248,1
8344,1
3883,0
1623,0
1516,0
3347,0
14997,1
8030,1
8490,1
7647,0
12014,1
6552,0
3804,0
12646,1
7263,0
7690,0
14965,1
11151,1
7561,0
7141,0
15240,1
14201,1
7952,0
12710,1
4548,1
14836,1
9148,0
2695,1
10785,1
143,1
11721,1
5391,0
14322,1
15857,1
9938,0
5225,0
3708,0
11037,1
13983,1
1416,0
4052,0
12184,1
14239,1
14219,1
6494,0
11688,1
3529,0
10159,1
6623,0
9902,0
8570,0
5609,0
5065,0
8450,0
11076,1
6615,0
11545,1
7296,0
11376,1
113,0
4615,0
10631,1
13600,1
1160,1
15484,1
15798,1
7250,0
4138,0
5810,0
8485,0
7439,0
9787,0
6960,0
8225,1
14506,1
14624,1
8720,0
12733,1
13945,1
7002,0
12347,1
7786,0
14500,1
11684,1
10880,1
12599,1
11597,1
13899,1
11231,1
9840,0
5151,0
15375,1
14534,1
2468,0
11987,1
8126,1
520,1
3025,0
9343,0
5443,0
5072,0
14487,1
7568,0
10110,1
930,0
1580,0
12659,1
7988,0
5422,0
7431,0
12276,1
13913,1
5601,0
12154,1
5669,0
322,1
5455,1
1622,0
15807,1
1577,0
72,0
14329,1
10389,1
9007,0
10516,1
9944,0
1619,0
15264,1
137,0
12050,1
1509,0
8728,0
8875,0
4666,0
13932,1
6373,0
14876,1
13450,1
6968,0
6141,0
2900,1
5611,0
851,1
2351,1
5241,0
8779,0
9269,0
10202,1
9693,1
3124,1
3050,1
4731,0
596,0
935,0
950,0
5431,0
15692,1
1979,0
2162,0
7524,0
8335,0
817,1
5016,0
11685,1
9466,1
1556,0
9554,1
8049,1
9928,0
1511,0
12618,1
300,0
14565,1
429,1
7077,0
8944,0
699,0
12173,1
10413,1
1942,0
8199,0
5726,0
4672,0
15118,1
2012,0
11245,1
14402,1
3817,1
5896,0
2097,0
2104,0
10942,1
6727,1
940,0
13625,1
13283,1
13,0
4685,0
4852,0
10220,1
4876,0
5024,1
3707,0
2917,1
14072,1
2328,0
15892,1
12541,1
2771,0
9580,0
4468,0
2284,0
11749,1
10485,1
11773,1
11543,1
747,0
9086,0
14953,1
11528,1
12691,1
8431,0
5862,0
3890,0
5160,0
13370,1
2333,0
13199,1
10855,1
14995,1
11918,1
6423,0
12074,1
14614,1
13627,1
8925,0
6069,0
14304,1
14576,1
1405,1
1578,0
12782,1
8967,0
677,1
15565,1
15178,1
1098,0
9906,0
3819,1
15412,1
13262,1
13363,1
7609,0
18,0
5993,0
7576,0
9210,1
635,0
1628,0
12186,1
10797,1
14287,1
10206,1
7389,0
10349,1
7728,0
7425,1
2644,0
269,0
2434,1
7254,0
3480,1
14005,1
7649,0
3289,0
15829,1
5536,0
6603,0
612,0
5517,0
3401,0
1501,0
15649,1
2320,0
7716,0
1026,0
2403,0
1338,0
13895,1
297,1
13497,1
5239,0
3736,0
7057,0
12335,1
7082,0
11539,1
1870,0
10390,1
7095,1
5110,0
5845,0
1097,0
7866,0
1200,0
9519,0
15622,1
3786,1
7832,1
2129,0
14693,1
6515,0
2655,0
10994,1
7531,0
4464,0
7911,0
3694,1
7967,0
15441,1
14698,1
1312,1
11637,1
3036,0
10521,1
8852,0
11336,1
10587,1
6286,0
11519,1
10295,1
15490,1
14928,1
12472,1
891,0
9189,0
6539,1
10639,1
14955,1
4235,0
9167,0
9957,0
9696,0
2901,0
2935,0
6786,0
1860,0
5315,0
3926,0
4606,1
14528,1
13551,1
7849,0
19,0
14523,1
10009,1
6531,0
6285,0
8310,0
12557,1
5945,0
15312,1
15853,1
14466,1
14941,1
10537,1
11394,1
12250,1
4762,0
9870,0
4602,0
4713,0
3423,0
11592,1
869,0
1020,1
7991,0
13546,1
7900,1
9452,0
6061,1
8630,0
11639,1
13072,1
641,0
12901,1
15648,1
7671,1
8574,0
3556,1
8892,0
4588,0
12460,1
60,0
353,0
11499,1
3836,1
3792,0
512,0
7107,0
15009,1
14477,1
6458,0
3409,1
8889,0
6571,1
15781,1
7281,1
3048,0
3444,0
6645,0
4619,1
1393,0
12752,1
3255,0
4116,0
7994,1
14533,1
11115,1
10271,1
2624,0
9679,0
5162,0
918,0
15643,1
6001,1
10816,1
1776,0
8591,0
2318,0
4563,1
8664,0
6716,0
614,0
14700,1
10827,1
2505,0
13826,1
12697,1
1441,0
262,0
10634,1
5840,0
86,1
3354,0
4919,0
3670,0
8311,1
7116,1
3152,1
10610,1
14432,1
9760,0
11653,1
160,0
3914,0
795,0
7391,0
3872,0
11110,1
1867,0
5085,1
5515,0
10056,1
2835,0
3177,0
10477,1
9159,0
6425,0
12811,1
787,0
8816,0
12481,1
10407,1
15805,1
13217,1
14376,1
10578,1
1645,0
15672,1
4633,0
6233,0
14252,1
12512,1
478,0
15348,1
9648,0
2295,1
2105,0
10486,1
15383,1
15261,1
8677,0
1049,1
1268,0
10496,1
11077,1
2279,0
2556,0
9847,0
1552,0
862,0
13676,1
6951,1
10895,1
7374,1
7513,0
8434,1
8975,0
9048,0
2530,1
1019,0
11511,1
15377,1
12629,1
11356,1
6618,0
3984,0
7477,1
9551,0
8755,1
12229,1
3191,0
4775,0
2233,0
5015,0
14266,1
13921,1
12006,1
6525,0
2099,0
896,0
13622,1
14327,1
4136,1
892,0
7191,0
11018,1
1691,0
4362,0
7692,0
7151,0
9061,0
8580,0
15541,1
9274,0
1068,1
14410,1
10856,1
2210,0
12466,1
13033,1
6408,0
9286,1
833,0
8413,0
13758,1
781,0
12742,1
15683,1
9959,0
15704,1
1617,0
11400,1
15005,1
5123,0
2336,1
9428,0
9615,1
13357,1
12867,1
172,1
11988,1
6878,1
10720,1
8351,0
15294,1
4575,0
2060,0
4442,0
5741,0
5958,0
1161,1
5742,1
15011,1
9664,0
8749,0
6457,0
14355,1
794,0
14097,1
9896,0
2360,0
9457,0
1137,0
7931,0
7314,1
7268,0
10205,1
1603,0
3081,0
11184,1
696,1
2795,0
9413,0
10075,1
5469,0
15607,1
6723,0
10401,1
4981,1
5161,0
5879,0
3661,0
2858,0
6304,0
14819,1
10335,1
6814,0
1368,0
12891,1
1560,0
7092,0
7806,0
13226,1
7255,1
1314,1
4766,0
9187,0
15666,1
15709,1
4366,0
9327,0
14992,1
9003,0
789,0
9777,0
711,0
5435,0
7803,0
14768,1
5942,1
15205,1
2874,0
1382,0
12383,1
10076,1
10555,1
4096,0
916,1
10559,1
5675,0
7303,0
14853,1
3385,1
14083,1
9945,0
8302,0
4101,0
13607,1
15015,1
5783,0
8568,0
2051,0
1006,0
9754,0
6428,1
163,0
8849,0
13857,1
6520,0
5079,0
8151,0
8038,0
8572,0
12537,1
5990,0
5314,1
753,0
2135,1
13291,1
9243,0
8298,1
4830,0
2936,0
5488,0
6046,0
1874,0
11109,1
4278,0
1915,0
105,1
12272,1
4879,1
13314,1
2062,0
9584,1
2043,0
12513,1
15100,1
1721,0
3042,0
6389,0
4231,0
13301,1
2439,1
2839,0
1523,0
5140,0
3295,0
90,1
10564,1
4140,0
12848,1
6741,0
9808,0
13176,1
1774,0
1597,0
15702,1
9653,0
12502,1
14748,1
365,0
9376,1
3154,0
13012,1
13315,1
9081,0
1342,0
2931,0
7847,0
15151,1
6761,0
13344,1
7511,0
15276,1
3568,0
10406,1
6609,0
3779,0
12538,1
2879,1
10267,1
6281,0
2036,0
8622,0
4812,0
10604,1
14012,1
13212,1
691,0
7500,0
10284,1
6728,0
3968,0
4930,0
2259,0
13698,1
6275,0
1210,1
2392,0
12489,1
620,0
8117,1
1528,0
1650,0
2473,1
12570,1
3720,0
5922,1
1214,1
9790,0
10189,1
12656,1
4851,0
624,0
8027,1
15284,1
10643,1
9542,0
5558,1
10255,1
584,1
9605,0
7769,0
14631,1
3518,0
130,0
8263,0
10828,1
15406,1
14338,1
4639,0
14085,1
10680,1
9842,0
7802,0
8085,0
11451,1
1640,0
7094,0
11387,1
11441,1
3761,0
5661,0
9222,0
8508,0
3602,0
5035,0
256,0
10703,1
7038,0
10576,1
12974,1
3143,0
3471,0
10288,1
14260,1
14351,1
9619,0
8116,1
6739,0
2606,0
7284,0
13947,1
10067,1
10246,1
13384,1
7565,1
4828,0
15455,1
8378,1
1277,0
11108,1
13519,1
1340,1
1491,1
5516,0
3394,0
14091,1
3514,0
15792,1
13513,1
15368,1
13855,1
14272,1
3973,0
7350,0
11978,1
11518,1
4196,1
12655,1
11290,1
15394,1
5711,0
3392,0
7719,0
136,0
10173,1
4496,0
5001,0
13059,1
9354,0
6453,0
10540,1
11153,1
1409,0
12961,1
11124,1
4398,0
4759,0
4609,0
6938,0
10254,1
4889,1
11247,1
2564,1
3209,0
1831,0
8808,1
6203,0
4276,0
8189,0
3461,0
11233,1
628,0
11709,1
10203,1
2381,1
10548,1
8993,0
12516,1
10045,1
1639,0
15827,1
2040,0
10735,1
4229,0
3206,1
15786,1
2156,0
13630,1
15389,1
6102,0
5557,0
10148,1
10366,1
3051,0
10887,1
6222,0
8590,1
12702,1
4630,0
9624,1
6928,1
4996,0
3358,1
494,1
6446,0
5236,0
13992,1
6936,0
13707,1
7765,0
15861,1
14841,1
3658,1
6845,0
5475,0
926,0
288,0
716,0
182,0
13028,1
11315,1
133,0
8452,1
12779,1
264,0
332,0
12920,1
8853,1
4148,0
14156,1
9899,0
3420,0
2774,0
6336,0
9574,0
7335,0
12601,1
2569,0
2090,0
4175,1
2382,0
3574,0
4583,0
1287,0
4679,0
7817,0
1147,0
5919,0
9114,0
12833,1
6502,0
15545,1
5255,1
7987,0
14545,1
10517,1
11580,1
13022,1
14927,1
2452,0
13661,1
5925,0
11460,1
6801,1
10174,1
4032,0
4064,1
5712,1
2870,0
6763,0
13776,1
13021,1
7433,1
12369,1
12026,1
914,0
1413,0
1156,0
8081,0
5829,0
995,0
1396,1
9677,1
10259,1
6577,0
3024,0
8359,1
1712,0
9683,0
1976,0
11699,1
5446,0
11277,1
10306,1
886,0
4393,0
5029,0
4295,1
14385,1
13163,1
14817,1
14124,1
11825,1
11546,1
2263,0
1191,0
3108,0
5387,0
3419,0
462,0
14188,1
317,0
2749,0
9741,0
9205,0
6345,0
3425,0
10958,1
5369,1
1324,0
6307,0
2006,0
444,1
2359,0
11386,1
12622,1
15435,1
9150,0
14894,1
11926,1
5379,0
1900,0
1088,0
7770,0
2783,0
3125,0
2118,1
12524,1
1230,0
3865,0
1155,0
4611,0
6074,0
6565,0
15428,1
3136,0
8088,1
2289,1
5346,0
14658,1
9330,0
10608,1
4428,0
6714,0
8193,0
14725,1
10743,1
10952,1
4395,0
10532,1
8636,1
5699,0
517,0
5947,0
1898,1
11131,1
10886,1
14667,1
3405,0
12328,1
3446,0
397,0
7700,0
8195,0
3228,0
12309,1
5118,0
11029,1
9489,1
6064,0
1902,0
2841,0
1479,0
5568,0
12168,1
613,0
5203,0
14677,1
1125,0
4147,0
14120,1
3105,1
4739,0
8276,0
12715,1
1601,0
4356,0
1891,0
11959,1
15572,1
9606,0
10016,1
15739,1
11714,1
11244,1
11657,1
15503,1
390,0
2046,0
3928,0
14718,1
5040,0
2278,0
1918,0
1005,1
14055,1
7627,0
11979,1
10135,1
15532,1
3531,1
7330,0
12843,1
1997,0
15053,1
9079,0
7594,0
1750,0
8828,0
2891,0
1038,0
13995,1
4486,0
12988,1
1632,0
1951,1
10359,1
8867,0
1117,1
8775,0
4159,0
4324,0
6622,0
9279,0
258,0
1998,0
2388,1
3550,0
5816,0
1031,0
10418,1
11138,1
5414,0
2478,0
4003,0
12009,1
13500,1
3847,0
6949,0
7904,0
2679,0
4771,0
9024,1
6202,0
5127,1
15793,1
5335,0
9370,1
5260,0
15571,1
15128,1
9228,0
15184,1
3765,0
9170,0
11165,1
6017,0
7992,0
1381,1
5169,0
6055,0
7037,1
10693,1
537,0
4631,0
649,0
12494,1
1471,0
15731,1
14786,1
8165,0
5603,0
2843,0
14910,1
4174,0
4729,1
14462,1
814,0
7240,0
3638,0
3481,0
14027,1
9358,0
9069,1
1070,1
2686,0
7654,0
5008,0
3818,0
6492,0
13871,1
8543,1
10367,1
12415,1
8830,1
4798,0
6190,0
12759,1
7742,0
7311,0
14278,1
5259,0
11284,1
14630,1
3615,1
8356,0
3202,0
15500,1
10094,1
9384,1
12734,1
14428,1
15639,1
10167,1
8603,1
1657,1
10926,1
5746,0
13852,1
34,0
13692,1
13324,1
961,0
44,0
359,0
9975,1
3146,1
9145,0
10058,1
11061,1
482,0
6542,0
3596,0
8982,0
3487,0
7100,0
13057,1
12809,1
9611,0
3240,1
10861,1
4376,0
5301,0
5997,0
8112,0
5965,0
12135,1
2885,0
9742,0
4448,0
2288,0
2838,0
3421,0
15487,1
1812,0
9548,0
650,0
4422,0
6580,0
13697,1
2361,0
10112,1
3785,0
1996,1
10481,1
15823,1
6620,0
12716,1
7326,0
12219,1
10711,1
1694,0
15148,1
3699,0
5042,0
3479,0
4755,0
2170,0
15888,1
5328,0
3662,0
11702,1
14095,1
8013,0
7192,0
12966,1
10592,1
3910,1
4519,0
1848,0
2287,0
2752,1
214,0
13753,1
5623,0
6022,1
9569,0
3510,0
14420,1
2445,0
1438,1
14901,1
7024,0
6338,0
1827,1
14803,1
1223,0
2797,0
9857,0
14785,1
2350,1
401,0
343,0
1415,0
7397,1
15344,1
1692,0
98,0
5156,0
2656,0
6550,1
4764,0
279,1
1574,0
15575,1
13581,1
4923,0
7739,0
12563,1
9240,0
12720,1
9646,1
2110,1
5739,0
1703,0
2496,0
3900,0
11328,1
2681,0
3537,0
278,0
9120,0
844,0
11526,1
15826,1
8820,0
14086,1
3851,0
8587,0
7706,0
4509,0
10546,1
7600,0
15274,1
13126,1
4102,0
2319,0
5864,0
15131,1
2200,0
14485,1
15695,1
11638,1
14175,1
1387,0
6732,0
13147,1
8795,1
10372,1
1664,0
13883,1
1075,0
4474,0
570,0
11364,1
12860,1
10129,1
13256,1
14078,1
14288,1
9978,0
5343,0
14766,1
9126,1
12695,1
15858,1
2787,1
15899,1
10497,1
1303,1
7556,1
1964,1
7658,1
8537,0
366,0
8034,0
203,1
9383,0
13395,1
5000,0
3465,0
1325,0
9665,0
13835,1
11618,1
6250,0
13653,1
4538,0
14236,1
8831,0
3619,0
11144,1
7851,1
13529,1
2581,0
4533,1
14986,1
11107,1
7149,0
9889,0
13960,1
934,0
3880,0
12765,1
4465,0
6641,0
11392,1
538,1
2409,0
6624,0
10090,1
6401,0
7821,0
3622,0
1709,0
6529,0
4547,1
12962,1
10180,1
7659,0
5937,0
4492,0
12334,1
790,0
5535,1
12507,1
11009,1
2930,0
3616,1
1855,1
1880,0
15652,1
145,0
8059,0
1483,0
4806,0
367,0
9018,0
3129,0
7329,0
6328,0
15121,1
6177,1
11887,1
7132,1
3406,0
1077,0
11094,1
3457,1
11097,1
4034,0
8635,1
7419,0
671,0
3884,0
10630,1
6481,0
4177,0
14191,1
8758,0
2954,0
5165,0
4446,0
8583,0
7510,0
31,0
8372,0
2583,0
4776,0
192,0
12534,1
1468,1
2033,0
8536,0
6731,0
10060,1
9250,0
7999,0
14172,1
3168,1
6647,0
15429,1
4791,0
11156,1
1157,0
9204,0
15165,1
15051,1
7451,0
9962,1
13597,1
4405,0
357,1
6962,0
13270,1
6044,0
4910,0
9138,1
13378,1
7368,0
3035,1
11318,1
8108,0
14594,1
9241,0
6719,0
6663,0
6128,0
7831,0
6865,0
15776,1
10646,1
14356,1
9776,0
1004,0
4671,1
15509,1
1605,0
2252,0
15725,1
1594,0
14157,1
52,0
13873,1
481,0
12976,1
10309,1
9873,0
10364,1
2030,0
4591,0
2154,1
228,1
4878,0
5806,0
7634,0
1968,0
3402,0
7495,0
6323,0
11529,1
11461,1
2248,0
10052,1
9559,0
10793,1
14753,1
9721,0
1274,0
6616,0
8210,0
2653,0
9223,0
14040,1
14408,1
14213,1
15067,1
4167,0
10399,1
12604,1
1138,0
13113,1
12001,1
15469,1
8922,0
14919,1
14610,1
8459,0
589,1
14883,1
9758,0
7909,1
14375,1
11571,1
12167,1
6364,0
7926,1
2798,0
4337,0
8708,0
5640,1
14170,1
15356,1
10092,1
11132,1
11535,1
167,0
1669,0
4485,0
9992,0
7784,0
10415,1
4458,0
2937,0
8449,0
15424,1
12882,1
13073,1
13343,1
2005,1
13465,1
1845,1
2184,0
1725,0
7945,0
7768,0
13931,1
13671,1
4242,1
11774,1
11875,1
5030,0
1164,0
1216,0
15199,1
5511,0
8042,1
11406,1
3087,0
12069,1
1587,0
5158,0
12117,1
4945,0
4432,0
14716,1
13971,1
3970,0
8416,0
1205,0
11354,1
1034,0
13473,1
4954,0
5705,0
13978,1
11130,1
235,1
7699,0
13029,1
11940,1
5419,1
7060,0
496,0
6125,0
460,0
9623,0
4483,1
10280,1
2491,0
5083,0
12160,1
14486,1
15362,1
13643,1
6280,0
880,1
7323,0
1345,0
15387,1
9966,0
2975,0
5133,0
5429,0
11172,1
873,0
13264,1
5454,0
7995,0
5152,0
15288,1
3000,0
5815,0
8253,1
5908,1
4444,0
10320,1
14556,1
11972,1
12429,1
14893,1
8330,0
8060,1
8579,0
6779,1
11339,1
7199,0
14636,1
15530,1
15907,1
1726,0
13439,1
13768,1
6276,1
8362,0
1838,1
14237,1
6106,0
10456,1
1539,0
5681,0
14089,1
12028,1
2571,0
15835,1
8111,0
666,0
10763,1
10673,1
5385,1
11472,1
2203,0
2056,1
10222,1
633,0
2628,1
11000,1
14187,1
1584,0
3382,0
15346,1
12870,1
7839,0
5473,0
15106,1
6640,0
10839,1
316,1
593,0
8196,0
7193,0
3603,1
9867,0
9377,0
13234,1
9706,0
1938,0
2133,0
8054,1
11350,1
12645,1
5173,0
11436,1
3712,0
13762,1
1903,0
15674,1
3083,1
11304,1
14347,1
7807,0
9713,0
4204,0
8346,0
1548,0
7456,0
15519,1
8407,0
4020,0
4625,0
14398,1
4259,0
15840,1
6592,0
7998,1
166,1
13999,1
10973,1
1211,0
12280,1
7316,1
10210,1
7920,0
14116,1
11317,1
12188,1
3126,0
10342,1
4687,0
15152,1
11178,1
15592,1
127,1
1984,0
3564,1
14670,1
12953,1
6350,0
12351,1
1554,0
8374,1
11343,1
13356,1
4350,0
3845,0
11514,1
14211,1
11892,1
3381,0
884,0
1780,0
8461,0
8433,0
13043,1
13961,1
4383,0
6561,1
6096,0
1378,0
14378,1
11038,1
11659,1
13703,1
15724,1
15670,1
3546,0
7205,0
15094,1
15623,1
6101,1
12728,1
2112,0
8455,0
13780,1
9090,0
14250,1
2146,0
947,1
1590,0
7476,0
608,0
5780,0
12649,1
11708,1
6470,0
9579,0
10138,1
3810,0
3839,1
7073,0
14276,1
2884,0
11661,1
2643,0
12504,1
3268,1
11187,1
8028,0
13463,1
3115,0
14161,1
10083,1
1837,1
5731,1
11606,1
12144,1
3183,0
3002,0
2490,0
8497,0
946,1
229,0
13104,1
3971,0
11298,1
2109,0
11253,1
12287,1
14580,1
10113,1
7161,0
5412,1
4676,0
13382,1
12023,1
126,1
5490,0
2502,0
3205,1
15778,1
5370,1
9977,0
5269,1
825,0
8139,0
13321,1
10488,1
202,1
7145,0
6343,1
10343,1
12781,1
14020,1
11712,1
13014,1
6713,1
1886,0
13313,1
2087,1
10419,1
7178,0
9365,0
10696,1
14050,1
10586,1
11564,1
5696,0
10726,1
3313,0
9839,0
207,0
3587,0
11206,1
10152,1
12136,1
6206,0
1484,0
9968,0
7586,0
11456,1
15064,1
2213,1
2276,1
9347,0
8187,0
15361,1
15095,1
13487,1
12514,1
7021,0
2239,1
10287,1
3808,0
8626,1
8714,0
6284,1
3300,1
4087,0
12792,1
10569,1
13194,1
5136,0
14598,1
5316,0
10461,1
11267,1
14030,1
2578,0
14348,1
10706,1
13621,1
3078,0
13458,1
10739,1
6391,0
15447,1
10303,1
14825,1
954,1
3092,0
6504,0
5673,0
13608,1
4743,0
7709,0
2356,0
5254,0
1824,0
6452,0
14332,1
14715,1
13727,1
12153,1
14616,1
4829,0
12331,1
7787,0
14344,1
7932,0
2363,0
2680,0
11432,1
2394,0
4746,0
12252,1
11770,1
7032,0
14382,1
8545,0
7348,0
12387,1
1508,0
10840,1
12193,1
6060,1
2957,1
11815,1
14060,1
2913,0
15183,1
3992,0
11362,1
14706,1
14902,1
3365,1
14309,1
2205,0
4867,0
8095,1
10993,1
8197,0
3027,0
13257,1
4118,0
3116,0
15432,1
7801,1
6126,0
2054,0
5149,0
11957,1
9402,0
8491,0
907,1
13137,1
13937,1
7424,1
13640,1
10636,1
10030,1
1254,1
11476,1
6090,0
7096,1
9252,0
3668,1
14306,1
8881,0
14177,1
11591,1
12245,1
14479,1
12632,1
277,0
12476,1
9099,0
7050,0
11826,1
13984,1
4253,0
2845,1
5850,0
12182,1
12750,1
15061,1
10228,1
7571,1
5170,0
6523,0
2867,0
10637,1
14855,1
10718,1
14414,1
7763,0
9251,0
14300,1
15896,1
2740,0
9451,1
12258,1
9673,0
11719,1
3593,0
14602,1
12829,1
2283,0
6075,0
180,0
15791,1
1852,0
10451,1
10467,1
12411,1
6986,0
5186,0
6849,0
4029,0
9293,0
314,0
3237,0
4802,0
12052,1
10197,1
5757,0
15425,1
55,0
5508,0
13131,1
4647,0
73,0
14663,1
370,0
13158,1
10755,1
12483,1
12226,1
4236,0
12927,1
3344,0
14606,1
14261,1
2669,0
10737,1
2788,0
12208,1
14811,1
14796,1
9109,0
14311,1
8234,1
8009,0
8747,0
10098,1
10356,1
4178,0
1653,1
14242,1
5510,1
10380,1
11055,1
15574,1
4628,0
14520,1
15337,1
13139,1
5794,0
8224,0
4241,0
12836,1
12230,1
10620,1
13273,1
10814,1
4529,1
10310,1
1482,0
2662,1
5057,1
8642,0
14539,1
12388,1
9757,0
1103,0
8879,0
1146,0
10074,1
13969,1
15062,1
9004,0
13752,1
7622,0
253,0
11683,1
6920,0
4233,0
9060,1
6264,0
6964,1
2824,0
9878,0
